word,weight
oppose,1
opposed,1
opposite,2
oprah,2
optimist,1
option,1
or,331
order,5
organization,5
organizations,2
organized,1
orient,1
oriented,3
original,5
originally,6
originated,1
other,99
others,3
otherwise,1
ottoman,1
ought,13
our,101
ours,7
ourselves,2
out,227
outdoor,2
outdoorsie,1
outlook,1
outside,20
over,50
overall,2
overburdened,1
overextended,1
overhaul,1
overhead,2
overheard,1
overlap,1
overlook,1
overseas,3
overtaxed,1
overthrow,1
overweight,1
overwhelming,2
owe,1
own,59
owned,1
owner,2
owners,3
p,2
pack,2
pad,1
paid,20
pain,4
painless,1
paint,1
painting,1
pair,1
palatable,1
palsy,1
pan,4
panama,5
panamanian,2
panamanians,1
panhandle,1
paper,3
papers,2
parallel,1
paranoid,1
pardon,2
parent,7
parents,13
park,4
parole,6
part,35
part-time,2
partially,1
participating,1
particular,10
particularly,4
partly,1
partners,1
parts,7
party,1
partying,1
pass,4
passed,1
passing,4
past,5
pat,2
patch,2
patches,1
path,1
patio,1
patrick,1
patronage,1
patter,1
pattern,3
patterns,7
paws,2
pay,36
paycheck,3
paychecks,1
paying,18
payment,4
payroll,1
pays,3
peace,23
peanut,2
peanuts,1
peas,1
peers,1
penalties,3
penalty,4
penicillin,2
pennsylvania,8
pension,6
pensions,3
people,230
peoples,1
peppers,5
per,7
perceived,1
percent,10
perceptions,1
perfect,3
perfectly,1
performed,1
performs,1
perhaps,8
period,5
periods,1
perjuritive,1
permanent,1
permission,1
permit,1
permits,1
permitted,5
permitting,1
persia,1
persian,2
persians,1
person,26
personal,1
personalities,1
personality,1
personally,10
personnel,4
perspective,1
persuade,1
persuaded,1
peru,5
peruvians,1
pet,5
pets,2
ph,2
pharmacy,1
phase,3
phil,1
philadelphia,1
phone,8
phonic,1
phrased,1
physical,1
physically,1
pick,4
picked,2
picking,4
picnic,1
picture,1
piece,1
pills,1
pioneer,1
pipe,1
pistachio,1
pistachios,1
pistons,1
pittsburgh,8
place,43
places,9
plan,6
planning,2
plano,10
plans,1
plant,6
planted,1
planter,1
planting,2
plants,5
plastic,1
plate,1
plates,1
play,7
play-offs,1
played,1
player,3
players,1
playing,3
playtex,1
plea,3
plead,1
pleaded,1
pleading,1
pleasant,3
please,2
pleased,1
pleasure,4
plenty,1
plight,1
plot,1
plugs,1
plus,2
point,29
points,4
pole,3
police,3
policeman,1
policies,1
policy,5
politeness,2
political,6
politically,1
politicians,3
politics,5
polk,3
poll,1
pollinate,1
pollinated,1
pond,1
poodle,2
poodles,1
poor,9
poorer,1
pop,1
popped,1
popular,4
populated,1
population,2
pork,1
porked,1
portion,3
portray,1
position,7
positive,4
possess,2
possession,2
possibility,4
possible,4
possibly,3
post,1
pot,3
potato,3
potatoes,5
potential,5
pound,6
pounds,1
pour,2
poverty,8
powder,1
power,4
practically,1
practiced,1
praised,1
preconceived,1
precondition,1
predict,2
predominantly,1
predominate,1
prefer,3
preferably,1
pregnancies,1
pregnant,2
prejudiced,1
premeditate,1
premeditated,4
premeditatively,1
preoccupied,1
preparation,1
prepared,1
presbyterian,1
presc,1
prescribed,1
prescription,4
prescriptions,1
present,1
presentation,2
president,4
press,1
pressed,1
pressure,5
pressures,2
pressurized,1
pretax,1
pretend,1
pretty,56
prevent,4
previous,1
price,11
priced,2
prices,2
pricing,1
pride,3
priest,1
primarily,1
primates,1
prior,6
prison,3
prisoners,3
prisonment,1
prisons,3
pristine,1
privacy,3
private,1
prize,1
pro,9
probably,65
probation,2
problem,34
problems,19
procedure,1
process,5
products,4
professional,2
professionals,1
professor,2
professors,6
proficient,1
profound,1
program,15
programming,1
programs,3
prohibit,1
prohibitions,1
project,6
promote,1
promoting,1
proper,3
properly,1
property,13
proportion,1
proposed,1
protecting,4
protection,1
protective,1
protest,1
proud,2
prove,4
proved,2
provide,6
proving,1
prude,1
psychological,1
psychologist,1
public,15
publish,1
published,1
puerto,10
pull,6
pulled,2
pumpkins,1
punished,1
punishment,12
punishments,1
pup,1
puppy,1
purchased,2
purdue,3
pure,5
purebreds,1
purely,1
purpose,3
purse,3
push,4
pushed,3
pushing,3
put,50
puts,4
putting,9
puzzled,1
quadrupled,1
qualification,1
qualifications,2
quality,9
quantity,1
quarter,1
quarterly,1
quarters,1
quebec,1
question,12
questions,2
quick,2
quicker,1
quickly,3
quieted,3
quintupled,1
quirks,1
quit,4
quite,35
quo,4
quotas,1
quote,2
r,9
race,2
races,1
rack,1
radio,1
rail,2
rain,1
rained,1
raining,1
raise,5
raised,8
raises,2
raising,1
rallies,1
rally,1
ramifications,1
ran,3
ranch,1
rancled,1
rancles,1
random,1
randy,2
range,3
ranging,1
rap,1
rape,1
rare,1
rate,11
rated,1
rates,2
rather,16
ratio,2
rationale,2
rats,1
reabsorbed,1
reactions,1
reacts,1
read,17
reading,7
reads,1
ready,10
real,62
realistic,3
realistically,3
reality,2
realization,1
realize,14
realized,3
realizing,2
really,264
rear,1
rearing,1
reason,15
reasonable,1
reasoning,2
reasons,4
reassess,1
rebel,1
reborn,1
rebuild,3
recall,3
received,1
receiving,1
recent,3
recently,14
recipes,1
recognition,2
recognized,1
recommend,6
recommendation,2
recommended,2
record,3
recorder,1
recordings,2
red,5
redid,2
reduce,2
reel,2
reeling,1
referring,1
refers,1
refrigerator,1
refusal,1
regard,2
regarding,1
regimen,1
regional,1
registered,3
regular,12
regularly,2
regulate,2
regulations,1
rehabilitate,1
rehabilitation,1
reining,1
related,1
relationship,1
relative,5
relatively,2
relatives,2
relaxed,1
relaxing,2
relevant,1
reliably,1
religious,4
remains,1
remember,32
remembered,1
reminisce,1
remodeled,2
remote,1
rent,2
rental,1
renters,2
renting,1
repairman,1
repairs,3
repeat,2
replace,1
report,2
reporter,2
reports,1
representative,1
represented,1
represents,1
republican,1
reputation,5
requesting,1
require,1
required,1
requirement,1
requirements,1
reruns,1
research,7
researcher,1
resemble,1
resembled,1
resent,1
resentment,1
residence,1
resident,2
resist,1
resolve,1
resolves,1
resonates,1
resort,3
resource,1
resources,2
respect,2
respond,1
responds,1
response,1
responsibility,3
responsible,2
rest,1
restaurant,9
restaurants,8
restricted,2
results,1
retarded,1
retire,5
retired,5
retirement,3
retrial,1
return,1
returned,1
revenue,1
reverse,1
reward,1
rex,1
rexes,1
rice,1
rich,3
richard,1
rico,10
rid,2
ride,3
ridiculous,4
riding,1
rig,1
rigamarole,1
righ,1
right,325
rights,1
righty,1
rip,1
rise,1
risk,4
risking,4
rivers,2
road,2
roast,1
robbery,1
robbing,1
rodents,1
role,3
roll,1
rolling,1
rolls,1
room,6
roommate,1
root,2
roots,1
ropes,1
rose,1
roses,1
rotely,1
rough,2
round,2
routine,1
row,2
rub,4
rubbed,2
rubbing,1
rules,1
run,18
running,7
runs,2
rural,4
russia,11
s,29
sacrifice,2
sacrificed,1
sad,12
saddam,7
safe,3
safety,1
said,75
saints,1
sake,2
salaries,2
salary,8
sale,1
sales,6
salvador,4
salvadorian,1
sam,1
same,50
san,2
sand,1
sat,3
satisfied,1
saturday,4
sauce,3
saudi,6
saudis,2
saute,1
save,5
savings,4
saw,22
say,102
saying,30
says,7
scale,1
scams,1
scared,1
scares,2
scary,2
scene,1
scents,1
schedule,3
schedules,1
scheme,1
school,84
schools,11
science,4
scope,1
scout,2
scouting,1
scouts,1
scream,2
screaming,1
screeching,1
screen,1
screw,1
screwed,1
se,3
seafood,6
search,1
sears,1
seas,1
season,1
seat,1
seattle,1
second,13
seconds,2
secretary,1
security,11
see,126
seed,2
seeds,2
seeing,4
seek,1
seem,27
seemed,6
seems,37
seen,26
sees,1
seizures,1
select,2
selected,1
selection,1
self,3
self-centered,2
self-centeredness,1
self-discipline,1
self-gratification,1
selfishness,1
sell,4
selling,3
semantics,1
semi,1
semifortunate,1
seminars,2
senate,1
send,6
sending,1
sense,24
sent,2
sentence,12
sentenced,1
sentences,3
sentencing,4
separate,3
serious,4
seriously,1
serve,3
served,5
serves,1
service,20
services,6
sesame,1
session,1
set,7
sets,1
settled,1
settlement,1
settlements,1
setup,1
seven,19
seventh,1
seventy,1
seventy-eight,1
seventy-five,3
seventy-four,1
seventy-one,1
seventy-seven,1
seventy-three,1
several,13
severe,1
severely,1
shacks,1
shah,1
shake,1
shall,1
shame,4
shape,7
share,7
shared,1
sharing,5
sharon,2
she,180
shed,1
sheer,1
shell,1
shelter,1
sheltered,1
shelters,1
shepherd,2
sherman,3
shift,6
shifts,1
shiites,1
shipped,1
shirt,1
shock,3
shocked,1
shoe,1
shoes,2
shoney,3
shoot,2
shooting,1
shoots,2
shop,6
shopping,3
shore,2
short,6
short-term,2
shorter,1
shortly,1
shorts,1
shot,4
shots,2
should,71
shovel,1
show,21
showing,1
shows,9
shrimp,7
shrub,1
siamese,1
sick,1
side,7
sides,4
siding,3
sight,2
sign,1
signal,2
signed,2
significant,1
significantly,1
silly,2
silver,4
similar,7
simmer,1
simple,2
simply,2
since,29
singapore,2
singers,1
single,5
sinking,1
sir,3
siren,1
sister,5
sit,7
site,2
sits,2
sitting,11
situation,24
situations,3
six,27
sixteen,3
sixties,4
sixty,2
sixty-eight,1
size,8
sized,1
skeptical,1
skills,3
skin,1
skinny,1
skits,1
slap,1
slapstick,8
sle,1
sleep,3
sleeping,2
slightly,1
slip,3
slipping,1
slow,2
slowly,1
slums,1
small,15
smart,4
smarter,1
smell,1
smells,1
smile,2
smiling,1
smoke,1
smoking,2
snickered,1
snob,2
snooty,1
snowed,2
so,479
soap,2
soaps,1
social,13
socialized,1
socializing,1
society,3
software,1
soil,2
sold,4
soldered,1
solely,2
solution,1
solve,1
some,182
somebody,44
someday,1
somehow,5
someone,39
someplace,1
something,154
sometime,2
sometimes,29
somewhat,5
somewhere,5
son,5
son-in-law,1
songs,1
sons,4
soon,3
sophisticated,3
sorriest,1
sorry,7
sort,55
sorts,1
soul,1
sound,1
sounded,1
sounds,20
soup,1
source,1
south,8
southern,5
soviet,1
soy,1
space,2
spaniel,1
spanish,12
spayed,1
speak,9
speaking,3
special,3
specialized,3
specially,1
specific,1
speech,12
speed,2
spell,1
spend,18
spending,7
spent,13
spice,1
spicier,1
spicy,1
spite,1
splash,1
split,2
spoken,1
sponsor,1
sports,1
spot,1
spouse,1
spread,6
spreadsheet,1
spring,6
springer,1
springs,2
sprout,1
squad,1
square,2
squash,9
squirrels,1
stage,2
staggering,1
stair,1
stake,2
stand,3
standard,2
standards,2
standing,1
standout,1
standpoint,1
stands,6
starch,1
start,14
started,27
starting,3
starts,5
starving,1
state,44
statehood,5
states,11
static,1
stationed,1
stations,1
statistics,3
status,4
stay,23
stayed,1
staying,2
steaks,1
stealing,1
steams,1
steep,1
step,4
stepdaughter,3
stepping,2
stereo,1
stereotype,2
stick,5
sticks,2
stiffening,1
stiffer,1
still,55
stink,2
stir,9
sto,1
stock,2
stolen,1
stomach,1
stop,5
stopped,4
store,6
stores,2
stories,5
storm,1
story,5
straight,6
strain,1
strange,8
strangest,1
streams,1
street,3
streets,1
strengthen,1
strengthening,1
strengths,1
stress,6
stressed,1
stressful,1
strictest,1
strictly,1
strike,2
stringent,1
strip,1
strong,4
stronger,1
strongly,1
struct,1
structure,1
structured,1
strung,1
stuck,1
stud,4
student,11
students,12
studied,1
studs,1
study,4
stuff,36
stupid,2
subject,9
suburban,1
suburbs,1
subway,1
succeed,1
success,2
successful,3
such,23
sucks,1
sudden,6
suddenly,1
sued,1
suffer,1
suffered,1
suffering,1
sufficient,1
suffocating,1
suggest,1
suicide,1
suited,1
sum,1
summer,8
summers,1
summons,2
sunday,8
sundays,1
supervised,2
supervision,1
supervisor,4
supper,1
supplies,1
supply,1
support,3
supported,2
supporting,2
supports,1
suppose,11
supposed,14
supposedly,6
supreme,2
sure,77
surprised,4
survival,1
survive,2
survives,1
suspect,2
suspicion,1
suspicious,1
swampers,2
sway,1
swayed,1
swayze,1
swear,2
sweet,6
sweetest,1
sweetheart,1
sweets,5
swing,1
symbol,3
symbolism,1
symbolizes,1
sympathy,1
system,22
systems,2
t,69
table,1
tablespoon,3
tablespoons,3
tainted,1
taiwan,1
take,82
taken,12
takes,11
taking,12
talk,18
talked,9
talking,35
talks,2
tape,2
taped,1
tapes,1
target,1
targeted,1
targets,1
taste,2
taught,7
tax,25
taxed,6
taxes,24
taxing,2
taxpayer,2
teach,9
teachable,1
teacher,5
teachers,7
teaches,2
teaching,17
teams,1
tear,3
tearing,1
tech,1
technical,1
technically,2
teenage,5
teenager,1
teenagers,1
teetering,1
teeth,1
telephones,1
television,20
tell,32
telling,2
tells,2
temporarily,1
ten,24
tend,12
tendency,2
tends,1
tennessee,1
tennis,1
tens,1
tensions,1
tent,2
tenth,2
tenths,1
tenure,2
tenured,2
ter,1
term,6
termination,1
terms,9
terrain,3
terrible,8
terribly,2
territorial,2
territories,1
territory,8
test,4
tested,2
tester,1
testers,1
testing,5
tex-mex,5
texan,7
texas,35
textbook,1
texture,1
than,81
thank,9
thankful,1
thanks,11
that,1830
the,1885
theater,2
their,144
them,216
themselves,14
then,177
there,469
therefore,1
these,50
they,978
thi,1
thick,1
thieves,2
thin,4
thing,123
things,160
think,419
thinking,17
thinks,2
third,6
thirds,1
thirteen,3
thirties,1
thirty,12
thirty-five,2
thirty-three,3
this,175
thorns,2
thoroughbreds,1
those,63
though,30
thought,55
thoughts,2
thousand,12
thousands,8
thrash,1
threat,5
three,46
threw,1
thrilled,1
throes,1
through,30
throughout,2
throw,2
throwing,2
thrown,2
throws,1
thumb,2
tickets,1
tiddlywinks,1
tiered,1
ties,5
till,1
tilled,1
time,145
times,32
timing,1
tin,1
tinkerer,1
tip,2
tired,2
tires,2
to,1467
today,16
tofu,1
together,12
tokyo,1
told,11
tolerances,1
tom,1
tomato,4
tomatoes,2
tomorrow,2
tongue,2
tonight,2
tonya,1
too,118
took,17
tools,3
top,4
topic,7
topics,1
topsy-turvy,1
torture,1
total,6
totally,7
touch,3
touching,1
touchy,1
tough,20
tourist,1
tourists,1
tournament,1
tours,1
toward,3
towards,6
town,11
townhouse,1
toxicologist,1
track,1
tracks,1
tractor,2
trade,1
trading,1
traffic,1
training,1
transcribes,1
transfer,4
transferred,1
transferring,1
transmission,5
transmissions,1
transportation,4
trap,1
trash,1
travel,2
traveled,1
traveling,1
travers,1
tread,1
treadmills,1
treated,1
treaties,2
tree,5
trees,4
tremendous,3
trend,2
trial,9
trials,5
tried,11
tries,2
trimmed,2
trip,6
trips,3
tropical,1
trouble,8
troubled,3
trout,1
truck,2
trucked,1
true,49
truly,4
trust,4
truth,1
try,40
trying,53
tub,2
tuition,1
tuitions,1
tuned,1
tur,1
turkish,3
turn,8
turned,5
turning,2
turns,4
turnstile,1
turtles,4
tv,1
twelve,13
twenty,14
twenty-eight,2
twenty-five,3
twenty-nine,1
twenty-one,1
twenty-seven,1
twenty-two,2
twice,8
twin,1
twins,4
twist,1
twix,1
two,74
type,20
types,2
typical,4
u,24
ugh,5
ugly,2
uh,1265
uh-huh,785
uh-uh,1
ultimate,1
ultimately,1
um,320
umbrella,1
un,1
unable,1
unanimous,5
unbelievable,1
uncertain,1
uncomfortable,1
under,8
undergrads,1
undergraduate,2
undergraduates,1
underneath,2
understand,28
understandable,1
understanding,2
understands,2
understood,1
undoubtedly,1
unemployment,5
unfair,1
unfortunately,3
unhappy,1
uniform,1
union,3
unique,1
unit,1
united,8
universities,1
university,8
unknown,1
unless,11
unquote,1
unreal,1
unrest,1
until,19
unto,1
unusual,1
up,201
upon,1
ups,2
upset,3
upsets,1
upside,1
upstream,2
urban,1
us,44
use,27
used,40
useful,1
useless,2
uses,1
using,7
usually,19
utilities,2
v,34
v-eight,2
v-eights,1
vacation,4
valid,1
valley,1
values,4
van,1
vans,2
variable,1
varies,1
various,1
vary,2
vegetable,3
vegetables,8
vegetarian,1
vehemently,1
verde,1
verdict,4
verdicts,1
vermont,1
version,1
versus,5
very,142
vested,1
vet,1
viable,1
vice,1
victim,1
video,1
vietnam,4
view,6
viewpoints,1
views,8
vines,2
violence,8
violent,5
virginia,6
virtually,1
vision,1
visit,6
visited,1
visits,1
vocal,1
voice,9
voices,1
volume,1
volumes,1
voluntarily,1
voluntary,1
volunteers,1
vote,8
voted,3
vouch,1
w,1
wa,1
waco,1
waders,1
wage,3
wait,8
waited,1
waiting,2
walk,9
walked,2
walking,6
walls,1
wandering,1
wanderlust,1
want,80
wanted,18
wanting,1
wants,7
war,16
warfare,1
warheads,1
warm,2
warned,1
warning,1
wars,2
was,524
wash,1
washington,2
wasp,1
waste,2
wasting,1
watch,24
watched,9
watching,5
water,16
watering,1
way,96
wayne,2
ways,12
we,606
weak,1
weakening,1
wealth,1
wealthier,2
weapon,3
weapons,4
wear,1
wednesday,2
weed,1
weeds,1
week,29
weekend,3
weekends,3
weekly,1
weeks,7
weighs,3
weight,5
weights,1
weird,8
welcome,1
welfare,6
well,421
well-being,1
went,45
were,162
west,8
western,1
wet,5
whack,2
what,364
whatever,35
whatnot,4
wheeled,1
when,185
whenever,10
where,85
whereas,1
whether,28
which,38
while,19
whip,2
white,4
whiz,1
who,66
whoever,2
whole,45
wholeheartedly,1
whose,2
why,42
wide,3
wife,18
wild,4
wildest,1
will,115
willing,3
win,1
wind,3
window,3
winds,1
wing,1
winter,1
wintertime,1
wipe,1
wiped,1
wires,1
wisdom,1
wise,2
wish,7
wishes,1
with,276
within,13
without,19
witnesses,2
wo,18
wok,4
wolf,3
woman,12
women,11
won,4
wonder,13
wondered,5
wonderful,11
wonderfully,2
wondering,3
wood,2
woodland,2
word,2
words,5
work,85
workday,1
worked,30
workers,1
working,37
workout,2
works,16
world,31
worldliness,1
worried,4
worry,6
worse,6
worst,4
worth,10
worthless,1
woul,1
would,360
wow,12
wrath,1
writing,1
wrong,12
wrote,2
yanked,1
yard,7
yards,4
yeah,1030
year,59
years,102
yell,2
yelling,1
yellow,1
yes,95
yesterday,4
yet,31
yield,1
yip,1
yogurt,3
york,8
yorker,1
you,1849
young,14
younger,9
youngest,2
youngsters,1
your,138
yours,1
yourself,14
youth,3
yow,1
yuppie,1
zealous,2
zero,2
zone,1
